bg_key,cell_line,score,type
Hela__WT3,Hela,0.9999168,generated
PANC-1__WT2,PANC-1,0.98955464,generated
Hela__WT1,Hela,0.9984509,generated
PANC-1__OE3,PANC-1,0.9919636,generated
Hela__WT3,Hela,0.9998543,generated
Hela__KO3,Hela,0.99945873,generated
PANC-1__OE1,PANC-1,0.99957854,generated
PANC-1__OE3,PANC-1,0.9998388,generated
Hela__KO3,Hela,0.9986815,generated
Hela__WT3,Hela,0.9935409,generated
PANC-1__OE3,PANC-1,0.99940753,generated
PANC-1__OE2,PANC-1,0.99959785,generated
Hela__WT3,Hela,0.9997373,generated
PANC-1__WT2,PANC-1,0.9986106,generated
PANC-1__OE3,PANC-1,0.9998043,generated
PANC-1__WT1,PANC-1,0.99952126,generated
PANC-1__OE2,PANC-1,0.9987847,generated
Hela__KO2,Hela,0.9954283,generated
Hela__WT1,Hela,0.99965024,generated
Hela__KO3,Hela,0.99921536,generated
PANC-1__OE1,PANC-1,0.9986442,generated
PANC-1__OE2,PANC-1,0.998326,generated
Hela__KO2,Hela,0.999721,generated
Hela__KO1,Hela,0.9999306,generated
Hela__WT1,Hela,0.99995935,generated
Hela__WT3,Hela,0.9999435,generated
Hela__KO1,Hela,0.999574,generated
PANC-1__WT2,PANC-1,0.93027854,generated
PANC-1__WT3,PANC-1,0.99900204,generated
Hela__KO3,Hela,0.99969685,generated
Hela__KO2,Hela,0.9996687,generated
PANC-1__OE1,PANC-1,0.99936515,generated
Hela__KO1,Hela,0.9930097,generated
PANC-1__OE2,PANC-1,0.9978689,generated
Hela__WT3,Hela,0.9997831,generated
Hela__WT3,Hela,0.99986887,generated
Hela__WT1,Hela,0.9989009,generated
Hela__WT1,Hela,0.99982613,generated
Hela__KO3,Hela,0.9997495,generated
Hela__WT1,Hela,0.9995678,generated
Hela__KO1,Hela,0.9981365,generated
PANC-1__WT2,PANC-1,0.9997023,generated
PANC-1__OE3,PANC-1,0.99202394,generated
PANC-1__WT2,PANC-1,0.99820995,generated
PANC-1__WT1,PANC-1,0.99955505,generated
Hela__WT2,Hela,0.9998299,generated
Hela__KO2,Hela,0.9998672,generated
PANC-1__OE3,PANC-1,0.9987702,generated
Hela__KO3,Hela,0.9997948,generated
Hela__WT2,Hela,0.99997294,generated
PANC-1__WT3,PANC-1,0.99933404,generated
Hela__KO1,Hela,0.9997918,generated
PANC-1__WT1,PANC-1,0.99783033,generated
PANC-1__OE1,PANC-1,0.9996635,generated
Hela__WT3,Hela,0.9994518,generated
Hela__KO2,Hela,0.99775,generated
PANC-1__OE2,PANC-1,0.98632485,generated
PANC-1__OE2,PANC-1,0.9827103,generated
Hela__KO2,Hela,0.9997702,generated
Hela__WT1,Hela,0.99996424,generated
PANC-1__OE2,PANC-1,0.999548,generated
PANC-1__OE1,PANC-1,0.9999248,generated
PANC-1__WT2,PANC-1,0.99848384,generated
PANC-1__OE3,PANC-1,0.99921894,generated
PANC-1__WT2,PANC-1,0.9989017,generated
PANC-1__OE1,PANC-1,0.996639,generated
Hela__WT2,Hela,0.99982184,generated
Hela__KO3,Hela,0.9998393,generated
PANC-1__WT3,PANC-1,0.9981766,generated
PANC-1__OE2,PANC-1,0.9992962,generated
Hela__KO3,Hela,0.9989373,generated
Hela__KO2,Hela,0.99986076,generated
Hela__WT2,Hela,0.9995689,generated
PANC-1__OE3,PANC-1,0.9910294,generated
Hela__KO2,Hela,0.99988973,generated
PANC-1__OE3,PANC-1,0.9960445,generated
PANC-1__OE1,PANC-1,0.9953187,generated
PANC-1__OE2,PANC-1,0.996252,generated
Hela__WT3,Hela,0.9998307,generated
PANC-1__WT3,PANC-1,0.9997551,generated
PANC-1__WT3,PANC-1,0.99970895,generated
Hela__KO1,Hela,0.99923944,generated
Hela__KO2,Hela,0.9998729,generated
PANC-1__WT3,PANC-1,0.9964226,generated
Hela__WT1,Hela,0.9993543,generated
PANC-1__WT1,PANC-1,0.99924135,generated
PANC-1__OE2,PANC-1,0.9986461,generated
Hela__KO1,Hela,0.99957067,generated
PANC-1__OE2,PANC-1,0.9995751,generated
Hela__WT2,Hela,0.9998248,generated
Hela__KO2,Hela,0.99983466,generated
PANC-1__OE3,PANC-1,0.9995695,generated
PANC-1__OE1,PANC-1,0.99943906,generated
PANC-1__WT1,PANC-1,0.9876721,generated
PANC-1__WT1,PANC-1,0.99625397,generated
PANC-1__WT3,PANC-1,0.97909683,generated
Hela__WT2,Hela,0.9995042,generated
PANC-1__WT2,PANC-1,0.99780077,generated
PANC-1__OE1,PANC-1,0.98035884,generated
PANC-1__OE3,PANC-1,0.9996526,generated
Hela__KO2,Hela,0.9995809,generated
PANC-1__OE3,PANC-1,0.9940978,generated
Hela__WT1,Hela,0.99959844,generated
PANC-1__WT3,PANC-1,0.9994772,generated
Hela__KO1,Hela,0.9997938,generated
PANC-1__OE1,PANC-1,0.99960476,generated
PANC-1__WT3,PANC-1,0.98731834,generated
PANC-1__WT1,PANC-1,0.998218,generated
PANC-1__WT2,PANC-1,0.9981592,generated
Hela__WT2,Hela,0.99989784,generated
PANC-1__OE1,PANC-1,0.9984124,generated
Hela__KO2,Hela,0.999853,generated
Hela__KO2,Hela,0.9997516,generated
Hela__KO2,Hela,0.99986947,generated
Hela__KO3,Hela,0.99342054,generated
Hela__KO2,Hela,0.9994105,generated
PANC-1__WT3,PANC-1,0.99788314,generated
Hela__KO3,Hela,0.9995141,generated
Hela__KO3,Hela,0.9999665,generated
Hela__WT2,Hela,0.99994993,generated
Hela__WT3,Hela,0.9997528,generated
PANC-1__OE3,PANC-1,0.9936073,generated
Hela__KO3,Hela,0.9991947,generated
Hela__WT3,Hela,0.9997578,generated
PANC-1__WT2,PANC-1,0.9988501,generated
PANC-1__OE1,PANC-1,0.9994023,generated
Hela__KO3,Hela,0.9950058,generated
Hela__WT1,Hela,0.9992065,generated
Hela__WT3,Hela,0.99973625,generated
PANC-1__WT1,PANC-1,0.99396485,generated
PANC-1__WT1,PANC-1,0.99914813,generated
PANC-1__WT2,PANC-1,0.9993007,generated
Hela__WT2,Hela,0.9994253,generated
Hela__KO2,Hela,0.9980969,generated
PANC-1__OE3,PANC-1,0.99584717,generated
Hela__WT2,Hela,0.99987864,generated
PANC-1__WT1,PANC-1,0.99910885,generated
PANC-1__WT1,PANC-1,0.9979119,generated
PANC-1__OE3,PANC-1,0.9936405,generated
PANC-1__WT3,PANC-1,0.9976835,generated
Hela__WT3,Hela,0.9992194,generated
PANC-1__OE3,PANC-1,0.9863572,generated
Hela__WT1,Hela,0.9985942,generated
PANC-1__OE3,PANC-1,0.9984718,generated
Hela__KO3,Hela,0.999861,generated
PANC-1__OE1,PANC-1,0.9995524,generated
Hela__WT3,Hela,0.9997714,generated
PANC-1__WT2,PANC-1,0.99944156,generated
Hela__KO2,Hela,0.9996074,generated
Hela__WT1,Hela,0.9992274,generated
Hela__WT3,Hela,0.9997509,generated
Hela__WT1,Hela,0.99803597,generated
Hela__WT2,Hela,0.99555784,generated
Hela__WT1,Hela,0.9997906,generated
PANC-1__WT3,PANC-1,0.99818206,generated
Hela__KO2,Hela,0.9991793,generated
Hela__KO3,Hela,0.999778,generated
PANC-1__OE1,PANC-1,0.99028146,generated
Hela__WT1,Hela,0.9998915,generated
PANC-1__WT2,PANC-1,0.9982704,generated
PANC-1__OE3,PANC-1,0.99959725,generated
PANC-1__WT1,PANC-1,0.99591726,generated
PANC-1__OE2,PANC-1,0.9982817,generated
PANC-1__WT1,PANC-1,0.9647911,generated
Hela__KO1,Hela,0.9996946,generated
Hela__KO3,Hela,0.99970067,generated
PANC-1__WT3,PANC-1,0.99793005,generated
Hela__WT2,Hela,0.99974114,generated
PANC-1__WT2,PANC-1,0.99490106,generated
PANC-1__WT1,PANC-1,0.96715844,generated
Hela__WT2,Hela,0.99861526,generated
Hela__KO1,Hela,0.99975055,generated
PANC-1__WT3,PANC-1,0.9945662,generated
PANC-1__OE3,PANC-1,0.9989772,generated
PANC-1__OE2,PANC-1,0.99983144,generated
Hela__WT3,Hela,0.9980089,generated
PANC-1__OE1,PANC-1,0.99613094,generated
Hela__WT2,Hela,0.9996613,generated
Hela__WT1,Hela,0.9994203,generated
PANC-1__WT1,PANC-1,0.9997465,generated
Hela__WT1,Hela,0.9992348,generated
Hela__WT1,Hela,0.999451,generated
PANC-1__OE3,PANC-1,0.9964226,generated
Hela__KO1,Hela,0.99975127,generated
Hela__WT2,Hela,0.9991008,generated
Hela__WT3,Hela,0.9999341,generated
PANC-1__WT2,PANC-1,0.9998671,generated
PANC-1__OE1,PANC-1,0.99934214,generated
Hela__WT1,Hela,0.9970692,generated
PANC-1__OE2,PANC-1,0.99451596,generated
PANC-1__WT1,PANC-1,0.9995689,generated
Hela__KO3,Hela,0.99585587,generated
Hela__KO3,Hela,0.9998466,generated
PANC-1__WT1,PANC-1,0.9993123,generated
PANC-1__WT3,PANC-1,0.9913072,generated
Hela__WT2,Hela,0.9982809,generated
Hela__WT1,Hela,0.9998056,generated
Hela__WT1,Hela,0.99969804,generated
Hela__KO3,Hela,0.9992524,generated
Hela__KO2,Hela,0.99990845,generated
Hela__WT1,Hela,0.9873039,generated
Hela__WT1,Hela,0.9855226,generated
Hela__KO2,Hela,0.99969673,generated
Hela__WT2,Hela,0.9998204,generated
Hela__WT1,Hela,0.9997148,generated
PANC-1__OE2,PANC-1,0.9923896,generated
PANC-1__OE2,PANC-1,0.99890316,generated
Hela__KO2,Hela,0.99932885,generated
PANC-1__WT2,PANC-1,0.9979418,generated
Hela__KO1,Hela,0.9999033,generated
Hela__KO2,Hela,0.9986155,generated
Hela__WT1,Hela,0.99994814,generated
PANC-1__OE2,PANC-1,0.9992549,generated
Hela__WT1,Hela,0.99952865,generated
Hela__WT1,Hela,0.99988115,generated
PANC-1__OE2,PANC-1,0.9993894,generated
Hela__KO2,Hela,0.9998586,generated
PANC-1__WT2,PANC-1,0.99890363,generated
PANC-1__WT1,PANC-1,0.99374264,generated
Hela__WT1,Hela,0.9989561,generated
PANC-1__WT2,PANC-1,0.9988458,generated
PANC-1__OE1,PANC-1,0.99969983,generated
Hela__KO1,Hela,0.9998572,generated
PANC-1__OE3,PANC-1,0.9984281,generated
PANC-1__OE3,PANC-1,0.9982633,generated
PANC-1__WT2,PANC-1,0.9977041,generated
Hela__KO1,Hela,0.99916565,generated
Hela__KO1,Hela,0.999908,generated
PANC-1__WT3,PANC-1,0.99824417,generated
Hela__WT2,Hela,0.99715173,generated
Hela__KO3,Hela,0.9982241,generated
PANC-1__OE3,PANC-1,0.99907184,generated
Hela__WT1,Hela,0.99990416,generated
Hela__KO2,Hela,0.9998946,generated
Hela__WT1,Hela,0.9999268,generated
PANC-1__OE3,PANC-1,0.9996309,generated
Hela__KO2,Hela,0.9997491,generated
PANC-1__WT3,PANC-1,0.99983156,generated
PANC-1__WT2,PANC-1,0.9982949,generated
Hela__KO1,Hela,0.9995284,generated
Hela__KO1,Hela,0.99980086,generated
Hela__WT1,Hela,0.9994331,generated
PANC-1__OE1,PANC-1,0.9993412,generated
PANC-1__WT2,PANC-1,0.99689937,generated
PANC-1__OE3,PANC-1,0.9968002,generated
Hela__WT1,Hela,0.99718946,generated
Hela__WT1,Hela,0.9990596,generated
PANC-1__OE3,PANC-1,0.99989617,generated
Hela__KO1,Hela,0.9996222,generated
Hela__WT2,Hela,0.999796,generated
Hela__KO2,Hela,0.99941444,generated
Hela__WT3,Hela,0.99987555,generated
Hela__WT1,Hela,0.9998932,generated
Hela__KO2,Hela,0.9998029,generated
Hela__KO3,Hela,0.99993956,generated
Hela__KO3,Hela,0.9998766,generated
Hela__KO2,Hela,0.9997198,generated
PANC-1__OE1,PANC-1,0.99963045,generated
PANC-1__OE3,PANC-1,0.9995383,generated
Hela__WT3,Hela,0.9998728,generated
PANC-1__WT3,PANC-1,0.9929535,generated
Hela__WT2,Hela,0.9998872,generated
Hela__KO2,Hela,0.99952006,generated
PANC-1__OE1,PANC-1,0.9991874,generated
Hela__WT3,Hela,0.99982786,generated
Hela__WT1,Hela,0.9993862,generated
Hela__KO3,Hela,0.9967705,generated
Hela__KO1,Hela,0.99921954,generated
Hela__WT3,Hela,0.9998,generated
PANC-1__OE1,PANC-1,0.99651307,generated
PANC-1__OE1,PANC-1,0.9989681,generated
PANC-1__WT3,PANC-1,0.9995695,generated
PANC-1__WT3,PANC-1,0.93196875,generated
Hela__KO2,Hela,0.99700373,generated
PANC-1__OE2,PANC-1,0.9845991,generated
PANC-1__WT3,PANC-1,0.99985147,generated
Hela__KO3,Hela,0.99757737,generated
PANC-1__OE2,PANC-1,0.99945515,generated
Hela__WT3,Hela,0.99593014,generated
Hela__KO2,Hela,0.9990571,generated
PANC-1__WT2,PANC-1,0.99942386,generated
PANC-1__OE3,PANC-1,0.9979569,generated
PANC-1__WT2,PANC-1,0.9991805,generated
Hela__KO2,Hela,0.9990595,generated
PANC-1__WT3,PANC-1,0.99910116,generated
PANC-1__WT1,PANC-1,0.9965289,generated
Hela__WT3,Hela,0.9990595,generated
Hela__KO3,Hela,0.99991095,generated
Hela__WT3,Hela,0.9981238,generated
Hela__KO3,Hela,0.9998921,generated
PANC-1__WT2,PANC-1,0.99752074,generated
Hela__KO2,Hela,0.99880815,generated
PANC-1__OE1,PANC-1,0.99979824,generated
Hela__KO1,Hela,0.9985164,generated
Hela__WT1,Hela,0.9997813,generated
Hela__WT1,Hela,0.99711096,generated
PANC-1__WT2,PANC-1,0.99603206,generated
PANC-1__OE2,PANC-1,0.9965587,generated
PANC-1__WT3,PANC-1,0.99883586,generated
Hela__WT3,Hela,0.99947387,generated
PANC-1__OE1,PANC-1,0.9995894,generated
Hela__WT1,Hela,0.99975353,generated
PANC-1__OE2,PANC-1,0.99701995,generated
Hela__WT1,Hela,0.99913675,generated
Hela__KO2,Hela,0.99988854,generated
Hela__WT1,Hela,0.9991904,generated
PANC-1__WT2,PANC-1,0.9968612,generated
PANC-1__WT3,PANC-1,0.99914443,generated
Hela__KO2,Hela,0.99978226,generated
PANC-1__OE2,PANC-1,0.9995516,generated
PANC-1__OE3,PANC-1,0.999183,generated
PANC-1__WT3,PANC-1,0.9900669,generated
PANC-1__OE3,PANC-1,0.9996567,generated
Hela__WT3,Hela,0.9996644,generated
Hela__KO2,Hela,0.9999306,generated
Hela__KO2,Hela,0.9983412,generated
PANC-1__WT2,PANC-1,0.9939323,generated
PANC-1__WT2,PANC-1,0.9995004,generated
PANC-1__WT1,PANC-1,0.9997793,generated
PANC-1__WT1,PANC-1,0.99476916,generated
Hela__KO3,Hela,0.9998447,generated
Hela__KO3,Hela,0.99983525,generated
PANC-1__OE3,PANC-1,0.9928669,generated
PANC-1__OE2,PANC-1,0.9993925,generated
PANC-1__WT2,PANC-1,0.9996431,generated
Hela__KO3,Hela,0.99941075,generated
Hela__WT3,Hela,0.9997296,generated
Hela__KO3,Hela,0.9999485,generated
Hela__KO1,Hela,0.99974245,generated
PANC-1__WT1,PANC-1,0.9993544,generated
Hela__KO1,Hela,0.99994814,generated
Hela__WT1,Hela,0.99954116,generated
PANC-1__WT3,PANC-1,0.99973315,generated
PANC-1__OE3,PANC-1,0.99465597,generated
PANC-1__WT2,PANC-1,0.99617034,generated
PANC-1__OE2,PANC-1,0.9986986,generated
Hela__KO3,Hela,0.9997402,generated
Hela__WT3,Hela,0.99987936,generated
PANC-1__WT3,PANC-1,0.999042,generated
PANC-1__WT3,PANC-1,0.998468,generated
PANC-1__WT2,PANC-1,0.9974955,generated
PANC-1__WT2,PANC-1,0.9996551,generated
Hela__KO1,Hela,0.9996375,generated
Hela__KO3,Hela,0.99984324,generated
PANC-1__WT3,PANC-1,0.995736,generated
Hela__WT3,Hela,0.99988794,generated
Hela__KO1,Hela,0.999918,generated
PANC-1__OE2,PANC-1,0.9998435,generated
PANC-1__OE1,PANC-1,0.99588805,generated
PANC-1__WT2,PANC-1,0.9886119,generated
Hela__KO1,Hela,0.999366,generated
PANC-1__WT3,PANC-1,0.997375,generated
PANC-1__OE3,PANC-1,0.9831042,generated
PANC-1__OE3,PANC-1,0.99943525,generated
PANC-1__OE1,PANC-1,0.987929,generated
PANC-1__OE3,PANC-1,0.98088235,generated
Hela__WT2,Hela,0.9979286,generated
PANC-1__WT3,PANC-1,0.99976474,generated
PANC-1__OE3,PANC-1,0.9993973,generated
Hela__WT1,Hela,0.9996182,generated
Hela__WT2,Hela,0.9998481,generated
Hela__WT2,Hela,0.9971589,generated
Hela__KO1,Hela,0.9975654,generated
PANC-1__OE2,PANC-1,0.9997949,generated
PANC-1__WT2,PANC-1,0.99986255,generated
PANC-1__OE3,PANC-1,0.99889356,generated
Hela__WT3,Hela,0.9990404,generated
PANC-1__OE2,PANC-1,0.9924851,generated
Hela__WT2,Hela,0.9996511,generated
PANC-1__WT3,PANC-1,0.99143034,generated
Hela__WT3,Hela,0.9991412,generated
Hela__KO3,Hela,0.9973367,generated
Hela__WT1,Hela,0.9996131,generated
Hela__WT3,Hela,0.9994702,generated
PANC-1__WT3,PANC-1,0.9975789,generated
PANC-1__WT2,PANC-1,0.9688709,generated
Hela__KO1,Hela,0.99991953,generated
Hela__KO2,Hela,0.9999819,generated
PANC-1__WT1,PANC-1,0.9999254,generated
PANC-1__OE3,PANC-1,0.9987275,generated
Hela__WT3,Hela,0.9998565,generated
PANC-1__OE1,PANC-1,0.9990336,generated
Hela__WT2,Hela,0.999706,generated
Hela__WT2,Hela,0.99980897,generated
Hela__WT1,Hela,0.9987067,generated
PANC-1__WT1,PANC-1,0.97140074,generated
PANC-1__OE1,PANC-1,0.99814963,generated
PANC-1__WT1,PANC-1,0.9959115,generated
PANC-1__WT1,PANC-1,0.9997507,generated
PANC-1__WT1,PANC-1,0.9978994,generated
Hela__KO1,Hela,0.9904399,generated
PANC-1__OE2,PANC-1,0.9998925,generated
Hela__WT2,Hela,0.99874854,generated
Hela__WT1,Hela,0.9994253,generated
Hela__WT3,Hela,0.99980134,generated
Hela__KO2,Hela,0.9991424,generated
Hela__WT1,Hela,0.99934644,generated
Hela__WT1,Hela,0.9998709,generated
PANC-1__OE2,PANC-1,0.9990073,generated
PANC-1__WT1,PANC-1,0.99989295,generated
PANC-1__OE1,PANC-1,0.9919823,generated
Hela__KO1,Hela,0.9979231,generated
Hela__WT2,Hela,0.99982506,generated
PANC-1__WT3,PANC-1,0.9983071,generated
PANC-1__OE3,PANC-1,0.99968624,generated
Hela__KO3,Hela,0.9995383,generated
PANC-1__WT2,PANC-1,0.9968791,generated
PANC-1__WT2,PANC-1,0.998408,generated
PANC-1__WT1,PANC-1,0.9908421,generated
Hela__KO3,Hela,0.9997795,generated
PANC-1__WT3,PANC-1,0.99713826,generated
PANC-1__WT3,PANC-1,0.997712,generated
Hela__KO2,Hela,0.9998479,generated
Hela__WT1,Hela,0.99954706,generated
PANC-1__WT2,PANC-1,0.9996158,generated
Hela__WT2,Hela,0.9995714,generated
PANC-1__OE3,PANC-1,0.99681157,generated
PANC-1__WT2,PANC-1,0.9997912,generated
PANC-1__WT2,PANC-1,0.9998085,generated
Hela__KO2,Hela,0.99926275,generated
PANC-1__WT2,PANC-1,0.98811126,generated
Hela__KO3,Hela,0.9998877,generated
PANC-1__OE3,PANC-1,0.9989606,generated
PANC-1__WT2,PANC-1,0.99798274,generated
Hela__KO2,Hela,0.9998499,generated
Hela__KO3,Hela,0.9986291,generated
PANC-1__OE1,PANC-1,0.99876994,generated
PANC-1__OE1,PANC-1,0.9996153,generated
Hela__KO3,Hela,0.9990158,generated
PANC-1__WT3,PANC-1,0.99889463,generated
Hela__KO3,Hela,0.99974793,generated
Hela__WT3,Hela,0.9987112,generated
PANC-1__WT2,PANC-1,0.9987311,generated
PANC-1__OE3,PANC-1,0.9985214,generated
Hela__WT2,Hela,0.99997246,generated
Hela__KO1,Hela,0.9997483,generated
PANC-1__OE3,PANC-1,0.9363586,generated
Hela__KO2,Hela,0.9992762,generated
Hela__KO3,Hela,0.9997801,generated
Hela__KO2,Hela,0.9990006,generated
PANC-1__WT2,PANC-1,0.99973637,generated
Hela__KO1,Hela,0.9999558,generated
Hela__KO1,Hela,0.99993706,generated
Hela__WT3,Hela,0.99926215,generated
Hela__KO1,Hela,0.9940462,generated
Hela__KO3,Hela,0.9997631,generated
PANC-1__WT2,PANC-1,0.9873325,generated
Hela__WT1,Hela,0.9992428,generated
PANC-1__OE1,PANC-1,0.9948801,generated
Hela__WT1,Hela,0.99975234,generated
PANC-1__WT1,PANC-1,0.99980074,generated
Hela__WT1,Hela,0.9989802,generated
PANC-1__OE3,PANC-1,0.9784681,generated
Hela__KO1,Hela,0.9995315,generated
Hela__KO2,Hela,0.99972373,generated
Hela__KO1,Hela,0.99895906,generated
PANC-1__WT1,PANC-1,0.9969308,generated
Hela__WT2,Hela,0.9998977,generated
PANC-1__WT2,PANC-1,0.9994618,generated
Hela__KO2,Hela,0.9998981,generated
PANC-1__OE3,PANC-1,0.9987691,generated
Hela__WT1,Hela,0.99925274,generated
PANC-1__WT3,PANC-1,0.9996948,generated
PANC-1__WT3,PANC-1,0.9975497,generated
Hela__KO2,Hela,0.9995479,generated
Hela__KO2,Hela,0.99804413,generated
Hela__KO2,Hela,0.99981195,generated
PANC-1__OE2,PANC-1,0.99723405,generated
PANC-1__OE3,PANC-1,0.9957415,generated
Hela__WT3,Hela,0.9998815,generated
PANC-1__WT3,PANC-1,0.98649466,generated
PANC-1__WT2,PANC-1,0.9985594,generated
Hela__WT1,Hela,0.99955434,generated
PANC-1__OE3,PANC-1,0.9989147,generated
PANC-1__OE1,PANC-1,0.99872106,generated
PANC-1__WT3,PANC-1,0.9570149,generated
PANC-1__OE2,PANC-1,0.9994425,generated
Hela__KO2,Hela,0.99972993,generated
PANC-1__OE3,PANC-1,0.9992716,generated
Hela__WT1,Hela,0.9996493,generated
PANC-1__WT3,PANC-1,0.9823651,generated
PANC-1__OE1,PANC-1,0.99948764,generated
Hela__KO3,Hela,0.9994531,generated
Hela__WT1,Hela,0.99908507,generated
PANC-1__WT2,PANC-1,0.9423273,generated
PANC-1__OE1,PANC-1,0.9967926,generated
PANC-1__WT1,PANC-1,0.9981962,generated
PANC-1__WT2,PANC-1,0.9998841,generated
PANC-1__WT1,PANC-1,0.99808466,generated
Hela__KO3,Hela,0.9997161,generated
PANC-1__WT2,PANC-1,0.99507564,generated
PANC-1__OE2,PANC-1,0.9993544,generated
PANC-1__WT1,PANC-1,0.99597496,generated
Hela__WT2,Hela,0.99978787,generated
Hela__KO1,Hela,0.9995592,generated
PANC-1__WT3,PANC-1,0.99640983,generated
PANC-1__OE2,PANC-1,0.999808,generated
PANC-1__OE2,PANC-1,0.99970335,generated
Hela__KO1,Hela,0.99984694,generated
PANC-1__WT1,PANC-1,0.997297,generated
Hela__KO2,Hela,0.99915254,generated
Hela__KO2,Hela,0.99983346,generated
Hela__KO1,Hela,0.998857,generated
Hela__WT3,Hela,0.9945656,generated
PANC-1__WT3,PANC-1,0.98637295,generated
Hela__KO2,Hela,0.9998691,generated
Hela__KO1,Hela,0.9998894,generated
PANC-1__OE2,PANC-1,0.9960233,generated
Hela__WT1,Hela,0.9994962,generated
Hela__WT1,Hela,0.99835855,generated
Hela__KO2,Hela,0.99984634,generated
PANC-1__WT1,PANC-1,0.997917,generated
Hela__WT1,Hela,0.99987733,generated
Hela__WT1,Hela,0.9999045,generated
Hela__WT2,Hela,0.99980956,generated
Hela__WT1,Hela,0.99941814,generated
Hela__KO3,Hela,0.9996513,generated
Hela__KO1,Hela,0.9997799,generated
PANC-1__OE2,PANC-1,0.93634015,generated
PANC-1__WT1,PANC-1,0.990747,generated
PANC-1__OE1,PANC-1,0.9944593,generated
Hela__WT3,Hela,0.99891806,generated
Hela__WT3,Hela,0.99640036,generated
PANC-1__OE3,PANC-1,0.9998431,generated
Hela__KO3,Hela,0.9999651,generated
Hela__KO1,Hela,0.9971161,generated
PANC-1__OE2,PANC-1,0.99928063,generated
PANC-1__WT1,PANC-1,0.99861014,generated
Hela__WT1,Hela,0.9995672,generated
PANC-1__OE2,PANC-1,0.9998229,generated
PANC-1__WT3,PANC-1,0.9978223,generated
PANC-1__WT3,PANC-1,0.9952207,generated
PANC-1__OE3,PANC-1,0.98961604,generated
PANC-1__OE1,PANC-1,0.99913377,generated
Hela__WT1,Hela,0.9999223,generated
Hela__WT2,Hela,0.99868757,generated
PANC-1__OE3,PANC-1,0.99861383,generated
PANC-1__OE3,PANC-1,0.99727964,generated
Hela__KO1,Hela,0.9970041,generated
PANC-1__OE3,PANC-1,0.97745323,generated
PANC-1__OE1,PANC-1,0.9994265,generated
PANC-1__WT1,PANC-1,0.9838275,generated
PANC-1__OE3,PANC-1,0.999188,generated
PANC-1__WT2,PANC-1,0.9744892,generated
PANC-1__OE3,PANC-1,0.9887369,generated
Hela__WT2,Hela,0.9999175,generated
Hela__KO2,Hela,0.999772,generated
Hela__WT1,Hela,0.99016666,generated
PANC-1__OE2,PANC-1,0.9993736,generated
Hela__KO3,Hela,0.9998503,generated
PANC-1__WT2,PANC-1,0.99936587,generated
PANC-1__OE3,PANC-1,0.989414,generated
PANC-1__WT3,PANC-1,0.99847955,generated
Hela__WT1,Hela,0.99977976,generated
Hela__WT1,Hela,0.99994445,generated
PANC-1__WT2,PANC-1,0.99875224,generated
Hela__WT1,Hela,0.98546046,generated
Hela__KO2,Hela,0.9999137,generated
Hela__KO3,Hela,0.99986625,generated
PANC-1__WT2,PANC-1,0.9989838,generated
PANC-1__OE1,PANC-1,0.9991769,generated
Hela__WT1,Hela,0.99962234,generated
PANC-1__WT2,PANC-1,0.9886663,generated
Hela__KO1,Hela,0.999161,generated
Hela__KO3,Hela,0.99993205,generated
PANC-1__OE3,PANC-1,0.99987423,generated
Hela__WT3,Hela,0.9998468,generated
Hela__WT1,Hela,0.9958658,generated
PANC-1__WT1,PANC-1,0.99950254,generated
Hela__KO1,Hela,0.99964166,generated
Hela__WT1,Hela,0.9992884,generated
PANC-1__OE1,PANC-1,0.9949309,generated
PANC-1__WT2,PANC-1,0.9978188,generated
Hela__KO3,Hela,0.9998989,generated
PANC-1__WT2,PANC-1,0.99663526,generated
PANC-1__OE3,PANC-1,0.99871826,generated
PANC-1__WT2,PANC-1,0.996723,generated
Hela__WT1,Hela,0.99982065,generated
Hela__WT3,Hela,0.9943198,generated
Hela__KO2,Hela,0.9998398,generated
PANC-1__OE1,PANC-1,0.99963164,generated
Hela__KO1,Hela,0.99984765,generated
PANC-1__OE1,PANC-1,0.99874073,generated
Hela__WT2,Hela,0.9994512,generated
PANC-1__WT1,PANC-1,0.9984321,generated
PANC-1__WT2,PANC-1,0.9993425,generated
Hela__KO3,Hela,0.99975675,generated
Hela__KO3,Hela,0.99840707,generated
PANC-1__OE2,PANC-1,0.9984994,generated
PANC-1__OE2,PANC-1,0.9958948,generated
Hela__WT1,Hela,0.99974686,generated
Hela__KO1,Hela,0.9998216,generated
PANC-1__OE1,PANC-1,0.997917,generated
Hela__WT3,Hela,0.9996555,generated
Hela__KO2,Hela,0.99983037,generated
PANC-1__OE1,PANC-1,0.7527737,generated
PANC-1__OE3,PANC-1,0.9994832,generated
Hela__WT1,Hela,0.99987936,generated
PANC-1__WT2,PANC-1,0.9841614,generated
PANC-1__OE3,PANC-1,0.997825,generated
Hela__WT2,Hela,0.9993211,generated
Hela__WT2,Hela,0.99826175,generated
Hela__WT1,Hela,0.9998851,generated
Hela__WT2,Hela,0.99970067,generated
PANC-1__OE1,PANC-1,0.99989736,generated
PANC-1__WT3,PANC-1,0.9963811,generated
PANC-1__WT2,PANC-1,0.9987766,generated
Hela__WT3,Hela,0.99924076,generated
PANC-1__OE3,PANC-1,0.9997925,generated
Hela__KO3,Hela,0.9973111,generated
